Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
C395,0.1uF,C_0402_1005Metric,217.1,-165.575,-90,top
C396,0.1uF,C_0402_1005Metric,182.957166,-337.494338,-90,top
C397,0.1uF,C_0402_1005Metric,177.772166,-334.274338,-90,top
C398,0.1uF,C_0402_1005Metric,173.397166,-333.414338,-90,top
C399,0.1uF,C_0402_1005Metric,169.132166,-332.964338,-90,top
C400,0.1uF,C_0402_1005Metric,165.037166,-332.824338,-90,top
C401,0.1uF,C_0402_1005Metric,164.097166,-329.714338,-90,top
C402,0.1uF,C_0402_1005Metric,162.097166,-326.214338,-90,top
C403,0.1uF,C_0402_1005Metric,160.322166,-321.574338,-90,top
C404,0.1uF,C_0402_1005Metric,156.332166,-316.624338,-90,top
C405,0.1uF,C_0402_1005Metric,155.422166,-313.014338,-90,top
C406,0.1uF,C_0402_1005Metric,152.452166,-309.504338,-90,top
C407,0.1uF,C_0402_1005Metric,148.252166,-307.984338,-90,top
C408,0.1uF,C_0402_1005Metric,146.5,-288.2,-90,top
C409,0.1uF,C_0402_1005Metric,149.322166,-289.164338,90,top
C410,0.1uF,C_0402_1005Metric,155.567166,-298.004338,90,top
C411,0.1uF,C_0402_1005Metric,157.297166,-302.964338,90,top
C412,0.1uF,C_0402_1005Metric,161.417166,-307.934338,90,top
C413,0.1uF,C_0402_1005Metric,163.412166,-310.524338,90,top
C414,0.1uF,C_0402_1005Metric,166.597166,-312.554338,90,top
C415,0.1uF,C_0402_1005Metric,168.672166,-315.414338,90,top
C416,0.1uF,C_0402_1005Metric,177.787166,-319.264338,-90,top
C417,0.1uF,C_0402_1005Metric,180.827166,-322.074338,-90,top
C418,0.1uF,C_0402_1005Metric,182.467166,-324.714338,-90,top
C419,0.1uF,C_0402_1005Metric,186.157166,-328.464338,-90,top
C420,0.1uF,C_0402_1005Metric,190.497166,-331.444338,-90,top
C421,0.1uF,C_0402_1005Metric,191.777166,-335.184338,-90,top
C422,0.1uF,C_0402_1005Metric,137.052166,-284.984338,-90,top
C423,0.1uF,C_0402_1005Metric,131.3,-283,90,top
C424,0.1uF,C_0402_1005Metric,128.827166,-282.554338,-90,top
C425,0.1uF,C_0402_1005Metric,128.797166,-278.594338,-90,top
C426,0.1uF,C_0402_1005Metric,123.597166,-256.674338,-90,top
C427,0.1uF,C_0402_1005Metric,101.642166,-253.054338,-90,top
C428,0.1uF,C_0402_1005Metric,100.047166,-247.844338,-90,top
C429,0.1uF,C_0402_1005Metric,127.007666,-243.335038,90,top
C430,0.1uF,C_0402_1005Metric,133.497166,-242.904338,90,top
C431,0.1uF,C_0402_1005Metric,143.702166,-241.464338,-90,top
C432,0.1uF,C_0402_1005Metric,147.917166,-241.634338,-90,top
C433,0.1uF,C_0402_1005Metric,157.937166,-240.824338,-90,top
C434,0.1uF,C_0402_1005Metric,165.027166,-235.914338,-90,top
C435,0.1uF,C_0402_1005Metric,168.217166,-232.484338,-90,top
C436,0.1uF,C_0402_1005Metric,170.072166,-228.974338,-90,top
C437,0.1uF,C_0402_1005Metric,172.477166,-223.994338,-90,top
C438,0.1uF,C_0402_1005Metric,173.307166,-219.904338,-90,top
C439,0.1uF,C_0402_1005Metric,173.227166,-216.374338,-90,top
C440,0.1uF,C_0402_1005Metric,173.527166,-212.554338,-90,top
C441,0.1uF,C_0402_1005Metric,95.117166,-244.774338,-90,top
C442,0.1uF,C_0402_1005Metric,94.507166,-251.924338,-90,top
C443,0.1uF,C_0402_1005Metric,86.897166,-244.994338,-90,top
C444,0.1uF,C_0402_1005Metric,73.767166,-231.374338,-90,top
C445,0.1uF,C_0402_1005Metric,73.797166,-226.474338,-90,top
C446,0.1uF,C_0402_1005Metric,73.817166,-215.054338,-90,top
C447,0.1uF,C_0402_1005Metric,73.717166,-210.484338,-90,top
C448,0.1uF,C_0402_1005Metric,73.757166,-203.524338,-90,top
C449,0.1uF,C_0402_1005Metric,95.387166,-90.334338,-90,top
C450,0.1uF,C_0402_1005Metric,89.137166,-96.544338,-90,top
C451,0.1uF,C_0402_1005Metric,89.577166,-101.904338,-90,top
C452,0.1uF,C_0402_1005Metric,89.617166,-106.474338,-90,top
C453,0.1uF,C_0402_1005Metric,89.257166,-110.834338,-90,top
C454,0.1uF,C_0402_1005Metric,89.537166,-115.104338,-90,top
C455,0.1uF,C_0402_1005Metric,89.547166,-119.484338,-90,top
C456,0.1uF,C_0402_1005Metric,89.507166,-124.844338,-90,top
C457,0.1uF,C_0402_1005Metric,89.172166,-129.794338,-90,top
C458,0.1uF,C_0402_1005Metric,85.827166,-135.394338,-90,top
C459,0.1uF,C_0402_1005Metric,59.147166,-140.744338,-90,top
C460,0.1uF,C_0402_1005Metric,111.282166,-197.674338,-90,top
C461,0.1uF,C_0402_1005Metric,98.82,-195.8,180,top
C462,0.1uF,C_0402_1005Metric,238.737166,-174.404338,-90,top
C463,0.1uF,C_0402_1005Metric,235.067166,-178.364338,-90,top
C464,0.1uF,C_0402_1005Metric,232.017166,-182.204338,-90,top
C465,0.1uF,C_0402_1005Metric,228.387166,-185.934338,-90,top
C466,0.1uF,C_0402_1005Metric,48.587166,-219.344338,-90,top
C467,0.1uF,C_0402_1005Metric,81.212166,-214.384338,-90,top
C468,0.1uF,C_0402_1005Metric,108.157166,-214.924338,-90,top
C469,0.1uF,C_0402_1005Metric,115.347166,-214.914338,-90,top
C470,0.1uF,C_0402_1005Metric,115.037166,-208.224338,-90,top
C471,0.1uF,C_0402_1005Metric,120.852166,-201.144338,90,top
C472,0.1uF,C_0402_1005Metric,129.622166,-200.924338,-90,top
C473,0.1uF,C_0402_1005Metric,130.967166,-198.264338,90,top
C474,0.1uF,C_0402_1005Metric,138.237166,-196.704338,-90,top
C475,0.1uF,C_0402_1005Metric,141.557166,-193.864338,-90,top
C476,0.1uF,C_0402_1005Metric,145.327166,-191.054338,-90,top
C477,0.1uF,C_0402_1005Metric,148.837166,-186.334338,-90,top
C478,0.1uF,C_0402_1005Metric,153.217166,-184.244338,-90,top
C479,0.1uF,C_0402_1005Metric,157.252166,-181.414338,-90,top
C480,0.1uF,C_0402_1005Metric,159.947166,-178.684338,-90,top
C481,0.1uF,C_0402_1005Metric,162.747166,-175.944338,-90,top
C482,0.1uF,C_0402_1005Metric,166.537166,-171.074338,-90,top
C483,0.1uF,C_0402_1005Metric,169.307166,-166.854338,-90,top
C484,0.1uF,C_0402_1005Metric,174.147166,-159.464338,-90,top
C485,0.1uF,C_0402_1005Metric,176.9625,-146.2,180,top
C486,0.1uF,C_0402_1005Metric,113.437166,-212.154338,-90,top
C487,0.1uF,C_0402_1005Metric,121.217166,-225.274338,-90,top
C488,0.1uF,C_0402_1005Metric,125.852166,-229.144338,-90,top
C489,0.1uF,C_0402_1005Metric,131.127166,-234.224338,-90,top
C490,0.1uF,C_0402_1005Metric,136.447166,-239.614338,90,top
C491,0.1uF,C_0402_1005Metric,144.642166,-245.254338,-90,top
C492,0.1uF,C_0402_1005Metric,150.127166,-249.504338,-90,top
C493,0.1uF,C_0402_1005Metric,154.117166,-256.034338,-90,top
C494,0.1uF,C_0402_1005Metric,146.282166,-260.534338,90,top
C495,0.1uF,C_0402_1005Metric,146.482166,-263.424338,-90,top
C496,0.1uF,C_0402_1005Metric,141.907166,-266.584338,-90,top
C497,0.1uF,C_0402_1005Metric,176.9625,-149.7,180,top
C498,0.1uF,C_0402_1005Metric,162.957166,-279.444338,-90,top
C499,0.1uF,C_0402_1005Metric,160.787166,-272.454338,-90,top
C500,0.1uF,C_0402_1005Metric,210.947166,-268.264338,-90,top
C501,0.1uF,C_0402_1005Metric,210.377166,-262.304338,-90,top
C502,0.1uF,C_0402_1005Metric,208.587166,-257.954338,-90,top
C503,0.1uF,C_0402_1005Metric,205.377166,-253.454338,-90,top
C504,0.1uF,C_0402_1005Metric,200.327166,-249.244338,-90,top
C505,0.1uF,C_0402_1005Metric,193.972166,-243.834338,-90,top
C506,0.1uF,C_0402_1005Metric,184.497166,-236.214338,-90,top
C507,0.1uF,C_0402_1005Metric,181.717166,-233.424338,-90,top
C508,0.1uF,C_0402_1005Metric,177.227166,-229.704338,-90,top
C509,0.1uF,C_0402_1005Metric,163.332166,-228.584338,-90,top
C510,0.1uF,C_0402_1005Metric,158.217166,-228.954338,-90,top
C511,0.1uF,C_0402_1005Metric,150.442166,-233.184338,-90,top
C512,0.1uF,C_0402_1005Metric,146.227166,-233.074338,-90,top
C513,0.1uF,C_0402_1005Metric,141.492166,-231.304338,-90,top
C514,0.1uF,C_0402_1005Metric,137.217166,-230.944338,-90,top
C515,0.1uF,C_0402_1005Metric,131.622166,-231.624338,-90,top
C516,0.1uF,C_0402_1005Metric,120.892166,-231.444338,-90,top
C517,0.1uF,C_0402_1005Metric,97.047166,-231.294338,-90,top
C518,0.1uF,C_0402_1005Metric,92.727166,-231.264338,-90,top
C519,0.1uF,C_0402_1005Metric,220.7,-165.575,-90,top
C520,0.1uF,C_0402_1005Metric,85.172166,-274.844338,-90,top
C521,0.1uF,C_0402_1005Metric,86.122166,-264.154338,-90,top
C522,0.1uF,C_0402_1005Metric,89.107166,-257.764338,-90,top
C523,0.1uF,C_0402_1005Metric,89.077166,-253.154338,-90,top
C524,0.1uF,C_0402_1005Metric,92.547166,-249.234338,-90,top
C525,0.1uF,C_0402_1005Metric,101.147166,-250.474338,-90,top
C526,0.1uF,C_0402_1005Metric,165.097166,-240.684338,-90,top
C527,0.1uF,C_0402_1005Metric,172.707166,-240.404338,-90,top
C528,0.1uF,C_0402_1005Metric,177.672166,-240.044338,-90,top
C529,0.1uF,C_0402_1005Metric,182.177166,-240.064338,-90,top
C530,0.1uF,C_0402_1005Metric,193.837166,-237.594338,-90,top
C531,0.1uF,C_0402_1005Metric,197.707166,-235.004338,-90,top
C532,0.1uF,C_0402_1005Metric,200.817166,-232.404338,-90,top
C533,0.1uF,C_0402_1005Metric,202.612166,-229.764338,-90,top
C534,0.1uF,C_0402_1005Metric,203.167166,-226.644338,-90,top
C535,0.1uF,C_0402_1005Metric,201.637166,-223.084338,-90,top
C536,0.1uF,C_0402_1005Metric,203.097166,-219.364338,-90,top
C537,0.1uF,C_0402_1005Metric,205.767166,-216.614338,-90,top
C538,0.1uF,C_0402_1005Metric,208.877166,-213.424338,-90,top
C539,0.1uF,C_0402_1005Metric,213.387166,-209.244338,-90,top
C540,0.1uF,C_0402_1005Metric,217.097166,-205.574338,-90,top
C541,0.1uF,C_0402_1005Metric,220.457166,-202.324338,-90,top
C542,0.1uF,C_0402_1005Metric,224.1,-165.575,-90,top
D1,MBR230S1F-7,D_SOD-123F,259.8225,-141.53,0,top
D2,MBR230S1F-7,D_SOD-123F,173.7175,-138.4,180,top
D3,RED,LED_0603_1608Metric,267.82,-188.25,180,top
D4,RED,LED_0603_1608Metric,267.8,-181.5,180,top
