Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
D300,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,164.227166,-321.154338,0,top
D301,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,154.157166,-321.024338,0,top
D302,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,148.527166,-320.974338,0,top
D303,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,142.242166,-320.714338,0,top
D304,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,136.197166,-264.954338,0,top
D305,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,122.062166,-268.624338,0,top
D306,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,82.972166,-281.024338,0,top
D307,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,74.677166,-273.334338,0,top
D308,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,75.092166,-268.974338,0,top
D309,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,79.582166,-259.314338,0,top
D310,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,80.657166,-252.414338,0,top
D311,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,81.012166,-247.294338,0,top
D312,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,80.532166,-235.394338,0,top
D313,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,80.237166,-230.964338,0,top
D314,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,78.342166,-226.714338,0,top
D315,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,75.662166,-223.094338,0,top
D316,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.647166,-219.984338,0,top
D317,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,63.182166,-210.014338,0,top
D318,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,62.882166,-203.554338,0,top
D319,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,83.507166,-196.994338,180,top
D320,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,89.227166,-191.254338,0,top
D321,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,89.197166,-181.514338,0,top
D322,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,89.297166,-175.974338,0,top
D323,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,189.477166,-189.124338,0,top
D324,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,182.037166,-190.644338,180,top
D325,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,175.402166,-191.227646,180,top
D326,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,166.932166,-191.984338,180,top
D327,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,160.692166,-192.264338,180,top
D328,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,153.632166,-191.104338,180,top
D329,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,149.492166,-189.684338,0,top
D330,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,136.167166,-187.704338,180,top
D331,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,130.787166,-187.434338,180,top
D332,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,125.722166,-188.124338,0,top
D333,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,121.657166,-194.624338,0,top
D334,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,114.792166,-201.614338,0,top
D335,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,117.472166,-170.434338,0,top
D336,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,117.577166,-176.384338,0,top
D337,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,117.567166,-181.584338,0,top
D338,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,117.437166,-187.114338,0,top
D339,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,117.257166,-191.094338,0,top
D340,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,116.497166,-195.864338,0,top
D341,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,113.432166,-199.044338,0,top
D342,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,86.852166,-201.454338,0,top
D343,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,78.657166,-201.734338,0,top
D344,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,180.912166,-337.834338,0,top
D345,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,175.732166,-334.614338,0,top
D346,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,171.347166,-333.754338,0,top
D347,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,167.092166,-333.304338,0,top
D348,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,162.987166,-333.164338,0,top
D349,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,162.057166,-330.054338,0,top
D350,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,160.037166,-326.554338,0,top
D351,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,158.277166,-321.914338,0,top
D352,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,154.302166,-316.964338,0,top
D353,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,153.362166,-313.354338,0,top
D354,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,150.412166,-309.844338,0,top
D355,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,146.212166,-308.324338,0,top
D356,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,147.447166,-285.934338,180,top
D357,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,151.372166,-288.824338,180,top
D358,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,157.607166,-297.664338,180,top
D359,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,159.347166,-302.624338,180,top
D360,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,163.457166,-307.594338,180,top
D361,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,165.472166,-310.184338,180,top
D362,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,168.637166,-312.214338,180,top
D363,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,170.742166,-315.074338,180,top
D364,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,175.727166,-319.604338,0,top
D365,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,178.762166,-322.414338,0,top
D366,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,180.407166,-325.054338,0,top
D367,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,184.097166,-328.804338,0,top
D368,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,188.457166,-331.784338,0,top
D369,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,189.737166,-335.524338,0,top
D370,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,135.002166,-285.324338,0,top
D371,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,130.45,-285.344338,0,top
D372,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,126.767166,-282.894338,0,top
D373,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,126.737166,-278.934338,0,top
D374,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,121.527166,-257.014338,0,top
D375,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,99.592166,-253.394338,0,top
D376,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,97.977166,-248.184338,0,top
D377,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,129.047666,-242.995038,180,top
D378,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,135.547166,-242.564338,180,top
D379,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,141.652166,-241.804338,0,top
D380,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,145.867166,-241.974338,0,top
D381,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,155.897166,-241.164338,0,top
D382,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,162.987166,-236.254338,0,top
D383,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,166.177166,-232.824338,0,top
D384,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,168.022166,-229.314338,0,top
D385,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,170.427166,-224.334338,0,top
D386,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,171.257166,-220.244338,0,top
D387,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,171.187166,-216.714338,0,top
D388,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,171.477166,-212.894338,0,top
D389,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,93.077166,-245.114338,0,top
D390,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,92.457166,-252.264338,0,top
D391,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,84.837166,-245.334338,0,top
D392,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.722166,-231.714338,0,top
D393,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.727166,-226.134338,0,top
D394,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.767166,-215.394338,0,top
D395,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.677166,-210.824338,0,top
D396,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,71.707166,-203.864338,0,top
D397,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,93.337166,-90.674338,0,top
D398,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.097166,-96.884338,0,top
D399,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.527166,-102.244338,0,top
D400,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.557166,-106.814338,0,top
D401,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.182166,-111.174338,0,top
D402,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.487166,-115.454338,0,top
D403,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.497166,-119.824338,0,top
D404,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.447166,-125.184338,0,top
D405,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.122166,-130.134338,0,top
D406,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,83.787166,-135.734338,0,top
D407,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,57.097166,-141.084338,0,top
D408,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,109.242166,-198.014338,0,top
D409,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,98.8,-197.6,0,top
D410,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,236.657166,-174.744338,0,top
D411,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,233.017166,-178.704338,0,top
D412,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,229.937166,-182.544338,0,top
D413,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,226.312166,-186.274338,0,top
D414,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,46.517166,-219.684338,0,top
D415,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,79.172166,-214.724338,0,top
D416,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,106.117166,-215.264338,0,top
D417,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,113.297166,-215.254338,0,top
D418,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,112.987166,-208.564338,0,top
D419,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,122.902166,-200.804338,180,top
D420,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,127.582166,-200.584338,0,top
D421,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,133.007166,-198.604338,180,top
D422,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,136.192166,-196.364338,0,top
D423,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,139.512166,-194.204338,0,top
D424,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,143.287166,-191.394338,0,top
D425,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,146.792166,-186.674338,0,top
D426,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,151.157166,-184.584338,0,top
D427,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,155.202166,-181.754338,0,top
D428,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,157.887166,-179.024338,0,top
D429,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,160.707166,-176.284338,0,top
D430,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,164.487166,-171.414338,0,top
D431,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,167.247166,-167.194338,0,top
D432,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,172.087166,-159.804338,0,top
D433,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,111.367166,-212.494338,0,top
D434,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,119.167166,-225.614338,0,top
D435,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,123.792166,-229.484338,0,top
D436,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,129.077166,-234.564338,0,top
D437,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,138.497166,-239.954338,180,top
D438,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,142.592166,-245.594338,0,top
D439,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,148.072166,-249.844338,0,top
D440,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,152.067166,-256.374338,0,top
D441,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,148.342166,-260.194338,180,top
D442,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,144.442166,-263.764338,0,top
D443,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,139.857166,-266.924338,0,top
D444,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,160.912166,-279.104338,0,top
D445,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,158.732166,-272.794338,0,top
D446,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,208.902166,-268.604338,0,top
D447,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,208.342166,-262.644338,0,top
D448,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,206.532166,-258.294338,0,top
D449,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,203.317166,-253.794338,0,top
D450,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,198.247166,-249.584338,0,top
D451,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,191.922166,-244.174338,0,top
D452,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,182.432166,-236.554338,0,top
D453,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,179.617166,-233.764338,0,top
D454,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,175.167166,-230.044338,0,top
D455,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,161.272166,-228.924338,0,top
D456,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,156.177166,-229.294338,0,top
D457,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,148.412166,-233.524338,0,top
D458,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,144.177166,-233.414338,0,top
D459,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,139.452166,-231.644338,0,top
D460,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,135.177166,-231.284338,0,top
D461,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,129.572166,-231.964338,0,top
D462,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,118.852166,-231.784338,0,top
D463,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,94.987166,-231.634338,0,top
D464,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,90.687166,-231.604338,0,top
D465,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,83.122166,-275.184338,0,top
D466,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,84.072166,-264.494338,0,top
D467,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.047166,-258.104338,0,top
D468,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,87.012166,-253.494338,0,top
D469,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,90.492166,-249.574338,0,top
D470,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,99.087166,-250.814338,0,top
D471,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,163.037166,-241.024338,0,top
D472,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,170.657166,-240.744338,0,top
D473,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,175.622166,-240.384338,0,top
D474,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,180.137166,-240.404338,0,top
D475,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,191.797166,-237.934338,0,top
D476,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,195.667166,-235.344338,0,top
D477,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,198.757166,-232.744338,0,top
D478,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,200.562166,-230.104338,0,top
D479,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,201.057166,-226.984338,0,top
D480,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,199.577166,-223.424338,0,top
D481,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,201.047166,-219.704338,0,top
D482,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,203.717166,-216.954338,0,top
D483,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,206.827166,-213.764338,0,top
D484,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,211.307166,-209.584338,0,top
D485,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,215.032166,-205.914338,0,top
D486,WS2812B,LED_WS2812B-2020_PLCC4_2.0x2.0mm,218.397166,-202.664338,0,top
J1,Conn_01x08,PinSocket_1x08_P2.54mm_Vertical,267.98,-128.67,180,top
J2,USB_C_Receptacle_USB2.0,USB_C_Receptacle_G-Switch_GT-USB-7010ASV,268,-138.7,90,top
J3,BATTERY,TerminalBlock_bornier-2_P5.08mm,266,-159,90,top
J4,12V IN,CONN-TH_DC-005-2.5A-2.0,263.2,-170.1365,180,top
L1,ETQ-P3M3R3KVP,ETQ-P3M_KVP,236.3825,-159.80025,-90,top
L2,ETQ-P3M3R3KVP,ETQ-P3M_KVP,247,-203.55025,-90,top
L3,ETQ-P3M3R3KVP,ETQ-P3M_KVP,252.8,-97.3,180,top
Q1,UMH3N,SOT-363_SC-70-6,244.395,-138.005,180,top
R1,5.1k,R_0402_1005Metric,261,-139.8,180,top
R2,5.1k,R_0402_1005Metric,262.1,-136,90,top
R3,100k,R_0402_1005Metric,239.65,-137.1,90,top
R4,10k,R_0402_1005Metric,184.37,-136.7,-90,top
R5,10k,R_0402_1005Metric,265.01,-188.25,180,top
R6,10k,R_0402_1005Metric,264.98,-181.51,180,top
R7,10R,R_0402_1005Metric,235.6825,-155.5425,180,top
R8,12K 1%,R_0402_1005Metric,235.7825,-151.4925,0,top
R9,1k,R_0402_1005Metric,265.03,-184.88,0,top
R10,20K 1%,R_0402_1005Metric,234.3825,-152.9925,180,top
R11,2.2K 1%,R_0402_1005Metric,238.8325,-150.0925,0,top
R12,10R,R_0402_1005Metric,246.35,-199.2625,180,top
R13,12K 1%,R_0402_1005Metric,246.45,-195.2125,0,top
R14,1k,R_0402_1005Metric,267.02,-195.42,90,top
R15,20K 1%,R_0402_1005Metric,245.05,-196.7125,180,top
R16,2.2K 1%,R_0402_1005Metric,249.5,-193.8125,0,top
R17,10R,R_0402_1005Metric,253.6,-103.22,-90,top
R18,12K 1%,R_0402_1005Metric,261.15,-97.97,-90,top
R20,20K 1%,R_0402_1005Metric,257.65,-98.18,90,top
R21,2.2K 1%,R_0402_1005Metric,262.17,-97.96,90,top
R22,220R,R_0603_1608Metric,201.11,-166.175,-90,top
R23,220R,R_0603_1608Metric,204.55,-166.175,-90,top
R24,220R,R_0603_1608Metric,208.05,-166.175,-90,top
R25,220R,R_0603_1608Metric,211.65,-166.175,-90,top
R26,220R,R_0603_1608Metric,215.25,-166.175,-90,top
R27,220R,R_0603_1608Metric,176.3625,-144.15,180,top
R28,220R,R_0603_1608Metric,176.3625,-147.75,180,top
R29,220R,R_0603_1608Metric,218.75,-166.175,-90,top
R30,220R,R_0603_1608Metric,222.25,-166.175,-90,top
SW1,SW_Push,SW_Push_1P1T_NO_CK_KMR2,236.17,-137.38,0,top
SW2,SW_Push,SW_Push_1P1T_NO_CK_KMR2,236.18,-142.08,180,top
U1,CH340C,SOIC-16_3.9x9.9mm_P1.27mm,250.945,-137.055,180,top
U2,ESP32-WROOM-32,ESP32-WROOM-32,196.71,-142.05,0,top
U3,AP2127K-3.3,SOT-23-5,179.81,-137.47,0,top
U4,AP64501SP-13,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias,240.7825,-153.5925,180,top
U5,AP64501SP-13,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias,251.45,-197.3125,180,top
U6,AP64501SP-13,SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias,258.05,-104,90,top
U7,SN74LV1T34DBV,SOT-23-5,202,-161.9,-90,top
U8,SN74LV1T34DBV,SOT-23-5,205.5,-161.9,-90,top
U9,SN74LV1T34DBV,SOT-23-5,209,-161.9,-90,top
U10,SN74LV1T34DBV,SOT-23-5,212.6,-161.9,-90,top
U11,SN74LV1T34DBV,SOT-23-5,216.1,-161.9,-90,top
U12,SN74LV1T34DBV,SOT-23-5,180.6375,-145.05,180,top
U13,SN74LV1T34DBV,SOT-23-5,180.6375,-148.65,180,top
U14,SN74LV1T34DBV,SOT-23-5,219.65,-161.9,-90,top
U15,SN74LV1T34DBV,SOT-23-5,223.15,-161.9,-90,top
